,player_name,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,position,date_of_birth,age,nationality,club_name,league_name,season,year,position_index
1,Aaron Cresswell,0,0,7,0,1.5,376,8,5,0,1.1,9,2019-08-10T11:30:00Z,90,11,0,0,0,0,1,0,23399,5,0,0,0,0,0,0,50,TRUE,0,1,Left-Back,12/15/1989,29,England,West Ham United,Premier League,2019/2020,2019,2
2,Aaron Lennon,0,0,3,0,0,430,3,0,0,0.2,2,2019-08-10T14:00:00Z,6,16,0,0,0,0,1,0,8105,0,3,0,1,0,0,0,50,TRUE,0,1,Right Winger,4/16/1987,32,England,Burnley FC,Premier League,2019/2020,2019,4
3,Aaron Mooy,0,0,0,0,0,516,7,0,0,0,0,2019-08-10T14:00:00Z,0,18,0,0,0,0,1,0,16261,3,0,0,0,0,0,0,50,FALSE,0,1,Central Midfield,9/15/1990,28,Australia,Brighton & Hove Albion,Premier League,2019/2020,2019,3
4,Aaron Ramsdale,0,0,11,0,0,494,2,1,0,1,9.8,2019-08-10T14:00:00Z,90,15,0,0,0,0,1,2,3091,1,1,0,2,0,0,0,45,TRUE,0,1,Goalkeeper,5/14/1998,21,England,AFC Bournemouth,Premier League,2019/2020,2019,1
5,Aaron Wan-Bissaka,0,2,34,1,16.1,122,9,0,0,4.9,30.4,2019-08-11T15:30:00Z,90,6,0,0,0,0,1,0,1879259,0,4,2,8,0,0,0,55,TRUE,0,1,Right-Back,11/26/1997,21,England,Manchester United,Premier League,2019/2020,2019,2
6,Abdoulaye Doucouré,0,0,7,0,23.1,368,7,3,0,3,4.4,2019-08-10T14:00:00Z,90,4,1,0,0,0,1,0,200815,3,0,2,0,0,0,0,60,TRUE,0,1,Central Midfield,1/1/1993,26,France,Watford FC,Premier League,2019/2020,2019,3
7,Adama Traoré,0,0,0,0,0,417,5,0,0,0,0,2019-08-11T13:00:00Z,0,9,0,0,0,0,1,0,17995,0,0,0,0,0,0,0,50,FALSE,0,1,Right Winger,1/25/1996,23,Spain,Wolverhampton Wanderers,Premier League,2019/2020,2019,4
8,Adam Lallana,0,0,0,0,0,195,1,0,0,0,0,2019-08-09T19:00:00Z,0,14,0,0,0,0,1,0,7143,1,4,0,0,0,0,0,60,TRUE,0,1,Attacking Midfield,5/10/1988,31,England,Liverpool FC,Premier League,2019/2020,2019,4
9,Adam Masina,0,0,0,0,0,355,7,0,0,0,0,2019-08-10T14:00:00Z,0,4,0,0,0,0,1,0,4687,3,0,0,0,0,0,0,45,TRUE,0,1,Left-Back,1/2/1994,25,Italy,Watford FC,Premier League,2019/2020,2019,2
10,Adam Smith,0,0,10,0,7,63,2,1,0,1.4,3.4,2019-08-10T14:00:00Z,90,15,0,0,0,0,1,0,90570,1,1,4,1,0,0,0,45,TRUE,1,1,Right-Back,4/29/1991,28,England,AFC Bournemouth,Premier League,2019/2020,2019,2
11,Adam Webster,0,0,0,0,0,493,7,0,0,0,0,2019-08-10T14:00:00Z,0,18,0,0,0,0,1,0,5861,3,0,0,0,0,0,0,45,FALSE,0,1,Centre-Back,1/4/1995,24,England,Brighton & Hove Albion,Premier League,2019/2020,2019,2
12,Adrian Mariappa,0,0,0,0,0,356,7,0,0,0,0,2019-08-10T14:00:00Z,0,4,0,0,0,0,1,0,15852,3,0,0,0,0,0,0,45,TRUE,0,1,Centre-Back,10/3/1986,32,Jamaica,Watford FC,Premier League,2019/2020,2019,2
13,Ainsley Maitland-Niles,1,3,38,1,12.3,4,10,0,0,5.1,38.4,2019-08-11T13:00:00Z,90,13,0,0,0,0,1,0,57131,1,0,0,12,0,0,0,50,FALSE,0,1,Right Midfield,8/29/1997,21,England,Arsenal FC,Premier League,2019/2020,2019,3
14,Albian Ajeti,0,0,0,0,0,514,8,0,0,0,0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,3165,5,0,0,0,0,0,0,60,TRUE,0,1,Centre-Forward,2/26/1997,22,Switzerland,West Ham United,Premier League,2019/2020,2019,5
15,Alexander Tettey,0,0,0,0,0,289,1,0,0,0,0,2019-08-09T19:00:00Z,0,10,0,0,0,0,1,0,10849,1,4,0,0,0,0,0,45,FALSE,0,1,Defensive Midfield,4/4/1986,33,Norway,Norwich City,Premier League,2019/2020,2019,3
16,Alexandre Lacazette,0,0,0,0,0,12,10,0,0,0,0,2019-08-11T13:00:00Z,0,13,0,0,0,0,1,0,193916,1,0,0,0,0,0,0,95,FALSE,0,1,Centre-Forward,5/28/1991,28,France,Arsenal FC,Premier League,2019/2020,2019,5
17,Alex Iwobi,0,0,0,0,0,17,4,0,0,0,0,2019-08-10T14:00:00Z,0,7,0,0,0,0,1,0,128875,0,0,0,0,0,0,0,60,FALSE,0,1,Left Winger,5/3/1996,23,Nigeria,Everton FC,Premier League,2019/2020,2019,4
18,Alex McCarthy,0,0,0,0,0,318,3,0,0,0,0,2019-08-10T14:00:00Z,0,5,0,0,0,0,1,0,45934,0,3,0,0,0,0,0,45,FALSE,0,1,Goalkeeper,12/3/1989,29,England,Southampton FC,Premier League,2019/2020,2019,1
19,Alex Oxlade-Chamberlain,0,0,0,0,0,193,1,0,0,0,0,2019-08-09T19:00:00Z,0,14,0,0,0,0,1,0,28598,1,4,0,0,0,0,0,65,TRUE,0,1,Central Midfield,8/15/1993,25,England,Liverpool FC,Premier League,2019/2020,2019,3
20,Alireza Jahanbakhsh,0,0,0,0,0,50,7,0,0,0,0,2019-08-10T14:00:00Z,0,18,0,0,0,0,1,0,5564,3,0,0,0,0,0,0,60,FALSE,0,1,Right Winger,8/11/1993,25,Iran,Brighton & Hove Albion,Premier League,2019/2020,2019,4
21,Allan Saint-Maximin,0,0,2,0,0,500,10,0,0,0,0,2019-08-11T13:00:00Z,23,1,0,0,0,0,1,0,34113,1,0,0,1,0,0,0,55,TRUE,0,1,Left Winger,3/12/1997,22,France,Newcastle United,Premier League,2019/2020,2019,4
22,Andreas Christensen,0,0,16,0,1.6,108,9,4,0,2.7,23.2,2019-08-11T15:30:00Z,90,12,0,0,0,0,1,0,52353,0,4,2,0,0,0,0,50,FALSE,0,1,Centre-Back,4/10/1996,23,Denmark,Chelsea FC,Premier League,2019/2020,2019,2
23,Andreas Pereira,1,0,22,1,20.1,246,9,0,0,4.6,22,2019-08-11T15:30:00Z,73,6,0,0,0,0,1,0,9129,0,4,4,6,0,0,0,50,TRUE,0,1,Attacking Midfield,1/1/1996,23,Brazil,Manchester United,Premier League,2019/2020,2019,4
24,Andrew Robertson,0,0,15,0,24.7,181,1,1,0,4.4,12.4,2019-08-09T19:00:00Z,90,14,0,0,0,0,1,0,1889240,1,4,7,2,0,0,0,70,TRUE,0,1,Left-Back,3/11/1994,25,Scotland,Liverpool FC,Premier League,2019/2020,2019,2
25,Andrew Surman,0,0,0,0,0,80,2,0,0,0,0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,3616,1,1,0,0,0,0,0,50,TRUE,0,1,Central Midfield,8/20/1986,32,England,AFC Bournemouth,Premier League,2019/2020,2019,3
26,Andre Gray,0,0,3,0,2.5,364,7,2,0,2.1,1.4,2019-08-10T14:00:00Z,74,4,0,0,0,0,1,0,46334,3,0,17,2,0,0,0,60,TRUE,0,1,Centre-Forward,6/26/1991,28,England,Watford FC,Premier League,2019/2020,2019,5
27,Andre Green,0,0,0,0,0,32,6,0,0,0,0,2019-08-10T16:30:00Z,0,17,0,0,0,0,1,0,1639,1,3,0,0,0,0,0,50,FALSE,0,1,Left Winger,7/26/1998,20,England,Aston Villa,Premier League,2019/2020,2019,4
28,Andriy Yarmolenko,0,0,0,0,0,392,8,0,0,0,0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,11742,5,0,0,0,0,0,0,60,TRUE,0,1,Right Winger,10/23/1989,29,Ukraine,West Ham United,Premier League,2019/2020,2019,4
29,Andros Townsend,0,0,14,1,11.7,135,4,0,0,2.2,10,2019-08-10T14:00:00Z,90,8,0,0,0,0,1,0,212703,0,0,0,3,0,0,0,60,TRUE,0,1,Right Winger,7/16/1991,27,England,Crystal Palace,Premier League,2019/2020,2019,4
30,Andy Carroll,0,0,0,0,0,520,10,0,0,0,0,2019-08-11T13:00:00Z,0,1,0,0,0,0,1,0,10294,1,0,0,0,0,0,0,55,TRUE,0,1,Centre-Forward,1/6/1989,30,England,Newcastle United,Premier League,2019/2020,2019,5
31,Angelo Ogbonna,0,0,0,0,0,377,8,0,0,0,0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,19136,5,0,0,0,0,0,0,45,TRUE,0,1,Centre-Back,5/23/1988,31,Italy,West Ham United,Premier League,2019/2020,2019,2
32,Angel Gomes,0,0,0,0,0,245,9,0,0,0,0,2019-08-11T15:30:00Z,0,6,0,0,0,0,1,0,7553,0,4,0,0,0,0,0,50,TRUE,0,1,Attacking Midfield,8/31/2000,18,England,Manchester United,Premier League,2019/2020,2019,4
33,Angus Gunn,0,0,10,0,0,319,3,3,0,1,9.8,2019-08-10T14:00:00Z,90,5,0,0,0,0,1,1,49447,0,3,0,1,0,0,0,45,FALSE,0,1,Goalkeeper,1/22/1996,23,England,Southampton FC,Premier League,2019/2020,2019,1
34,Anthony Martial,0,0,19,1,19.3,239,9,0,1,13,39.2,2019-08-11T15:30:00Z,90,6,0,0,0,0,1,0,327361,0,4,71,7,0,0,0,75,TRUE,1,1,Centre-Forward,12/5/1995,23,France,Manchester United,Premier League,2019/2020,2019,5
35,Antonio Rüdiger,0,0,0,0,0,104,9,0,0,0,0,2019-08-11T15:30:00Z,0,12,0,0,0,0,1,0,6039,0,4,0,0,0,0,0,60,FALSE,0,1,Centre-Back,3/3/1993,26,Germany,Chelsea FC,Premier League,2019/2020,2019,2
36,Anwar El Ghazi,0,0,0,0,5.3,30,6,3,0,1.5,1.4,2019-08-10T16:30:00Z,90,17,0,0,0,0,1,0,19086,1,3,8,2,0,0,0,55,FALSE,0,1,Right Winger,5/3/1995,24,Netherlands,Aston Villa,Premier League,2019/2020,2019,4
37,Arthur Masuaku,0,0,0,0,0,378,8,0,0,0,0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,23599,5,0,0,0,0,0,0,45,TRUE,0,1,Left-Back,11/7/1993,25,DR Congo,West Ham United,Premier League,2019/2020,2019,2
38,Artur Boruc,0,0,0,0,0,73,2,0,0,0,0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,25338,1,1,0,0,0,0,0,45,TRUE,0,1,Goalkeeper,2/20/1980,39,Poland,AFC Bournemouth,Premier League,2019/2020,2019,1
39,Ashley Barnes,0,3,58,1,1.8,90,3,0,2,16.2,71.4,2019-08-10T14:00:00Z,83,16,0,0,0,0,1,0,43298,0,3,89,13,0,0,0,65,TRUE,0,1,Centre-Forward,10/30/1989,29,England,Burnley FC,Premier League,2019/2020,2019,5
40,Ashley Westwood,0,0,7,1,11.5,101,3,0,0,1.8,6.4,2019-08-10T14:00:00Z,90,16,0,0,0,0,1,0,51159,0,3,0,3,0,0,0,55,TRUE,0,1,Defensive Midfield,4/1/1990,29,England,Burnley FC,Premier League,2019/2020,2019,3
41,Ashley Young,0,0,0,0,0,224,9,0,0,0,0,2019-08-11T15:30:00Z,0,6,0,0,0,0,1,0,24251,0,4,0,0,0,0,0,55,TRUE,0,1,Left Midfield,7/9/1985,33,England,Manchester United,Premier League,2019/2020,2019,3
42,Axel Tuanzebe,0,0,0,0,0,481,9,0,0,0,0,2019-08-11T15:30:00Z,0,6,0,0,0,0,1,0,7610,0,4,0,0,0,0,0,45,TRUE,0,1,Centre-Back,11/14/1997,21,England,Manchester United,Premier League,2019/2020,2019,2
43,Aymeric Laporte,0,0,26,1,0.9,202,8,0,0,2,19.2,2019-08-10T11:30:00Z,90,19,0,0,0,0,1,0,459735,5,0,0,6,0,0,0,65,FALSE,0,1,Centre-Back,5/27/1994,25,France,Manchester City,Premier League,2019/2020,2019,2
44,Ayoze Pérez,0,0,7,1,3.6,265,5,0,0,1.8,2,2019-08-11T13:00:00Z,75,20,0,0,0,0,1,0,960786,0,0,12,3,0,0,0,65,TRUE,0,1,Right Winger,7/29/1993,25,Spain,Leicester City,Premier League,2019/2020,2019,4
45,Bailey Peacock-Farrell,0,0,0,0,0,495,3,0,0,0,0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,3785,0,3,0,0,0,0,0,45,TRUE,0,1,Goalkeeper,10/29/1996,22,Northern Ireland,Burnley FC,Premier League,2019/2020,2019,1
46,Benjamin Mendy,0,0,0,0,0,204,8,0,0,0,0,2019-08-10T11:30:00Z,0,19,0,0,0,0,1,0,22287,5,0,0,0,0,0,0,60,FALSE,0,1,Left-Back,7/17/1994,24,France,Manchester City,Premier League,2019/2020,2019,2
47,Ben Davies,0,0,0,0,0,329,6,0,0,0,0,2019-08-10T16:30:00Z,0,2,0,0,0,0,1,0,9750,1,3,0,0,0,0,0,55,TRUE,0,1,Left-Back,4/24/1993,26,Wales,Tottenham Hotspur,Premier League,2019/2020,2019,2
48,Ben Foster,0,0,9,0,0,366,7,3,0,1,10,2019-08-10T14:00:00Z,90,4,0,0,0,0,1,1,168877,3,0,0,1,0,0,0,50,TRUE,0,1,Goalkeeper,4/3/1983,36,England,Watford FC,Premier League,2019/2020,2019,1
49,Ben Gibson,0,0,0,0,0,89,3,0,0,0,0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,182745,0,3,0,0,0,0,0,40,TRUE,0,1,Centre-Back,1/15/1993,26,England,Burnley FC,Premier League,2019/2020,2019,2
50,Ben Godfrey,0,0,18,0,0.1,273,1,4,0,3.1,23.8,2019-08-09T19:00:00Z,90,10,0,0,0,0,1,0,13966,1,4,7,0,0,0,0,45,FALSE,0,1,Centre-Back,1/15/1998,21,England,Norwich City,Premier League,2019/2020,2019,2
51,Ben Johnson,0,0,0,0,0,384,8,0,0,0,0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,67721,5,0,0,0,0,0,0,40,TRUE,0,1,Right-Back,1/24/2000,19,England,West Ham United,Premier League,2019/2020,2019,2
52,Ben Mee,0,0,27,1,0.1,83,3,0,0,2.3,21.2,2019-08-10T14:00:00Z,90,16,0,0,0,0,1,0,47250,0,3,2,6,0,0,0,50,TRUE,0,1,Centre-Back,9/21/1989,29,England,Burnley FC,Premier League,2019/2020,2019,2
53,Ben Osborn,0,0,0,0,0,472,2,0,0,0,0,2019-08-10T14:00:00Z,0,3,0,0,0,0,1,0,2668,1,1,0,0,0,0,0,50,FALSE,0,1,Left Midfield,8/5/1994,24,England,Sheffield United,Premier League,2019/2020,2019,3
54,Beram Kayal,0,0,0,0,0,56,7,0,0,0,0,2019-08-10T14:00:00Z,0,18,0,0,0,0,1,0,6689,3,0,0,0,0,0,0,45,FALSE,0,1,Central Midfield,5/2/1988,31,Israel,Brighton & Hove Albion,Premier League,2019/2020,2019,3
55,Bernd Leno,0,1,27,1,0,14,10,0,0,1.8,18,2019-08-11T13:00:00Z,90,13,0,0,0,0,1,2,276322,1,0,0,7,0,0,0,50,FALSE,0,1,Goalkeeper,3/4/1992,27,Germany,Arsenal FC,Premier League,2019/2020,2019,1
56,Billy Sharp,0,3,26,0,0.5,298,2,0,1,6.8,32.4,2019-08-10T14:00:00Z,8,3,0,0,0,0,1,0,46529,1,1,35,8,0,0,0,60,FALSE,0,1,Centre-Forward,2/5/1986,33,England,Sheffield United,Premier League,2019/2020,2019,5
57,Callum Hudson-Odoi,0,0,0,0,0,116,9,0,0,0,0,2019-08-11T15:30:00Z,0,12,0,0,0,0,1,0,10428,0,4,0,0,0,0,0,60,FALSE,0,1,Left Winger,11/7/2000,18,England,Chelsea FC,Premier League,2019/2020,2019,4
58,Callum Robinson,0,0,2,0,0.9,453,2,1,0,3.5,4.6,2019-08-10T14:00:00Z,90,3,0,0,0,0,1,0,55367,1,1,29,2,0,0,0,55,FALSE,0,1,Left Winger,2/2/1995,24,Ireland,Sheffield United,Premier League,2019/2020,2019,4
59,Callum Slattery,0,0,0,0,0,327,3,0,0,0,0,2019-08-10T14:00:00Z,0,5,0,0,0,0,1,0,10048,0,3,0,0,0,0,0,45,FALSE,0,1,Central Midfield,2/8/1999,20,England,Southampton FC,Premier League,2019/2020,2019,3
60,Callum Wilson,1,0,10,0,2.3,67,2,1,0,4,2.4,2019-08-10T14:00:00Z,89,15,0,0,0,0,1,0,1093028,1,1,35,5,0,0,0,80,TRUE,0,1,Centre-Forward,2/27/1992,27,England,AFC Bournemouth,Premier League,2019/2020,2019,5
61,Calum Chambers,0,0,26,1,0.2,467,10,0,0,1.3,13,2019-08-11T13:00:00Z,90,13,0,0,0,0,1,0,39038,1,0,0,6,0,0,0,45,FALSE,0,1,Centre-Back,1/20/1995,24,England,Arsenal FC,Premier League,2019/2020,2019,2
62,Carlos Sánchez,0,0,0,0,0,397,8,0,0,0,0,2019-08-10T11:30:00Z,0,11,0,0,0,0,1,0,20626,5,0,0,0,0,0,0,45,TRUE,0,1,Defensive Midfield,2/6/1986,33,Colombia,West Ham United,Premier League,2019/2020,2019,3
63,Cenk Tosun,0,0,0,0,0,146,4,0,0,0,0,2019-08-10T14:00:00Z,0,7,0,0,0,0,1,0,11663,0,0,0,0,0,0,0,60,FALSE,0,1,Centre-Forward,6/7/1991,28,Turkey,Everton FC,Premier League,2019/2020,2019,5
64,Cenk Tosun,0,0,0,0,0,146,4,0,0,0,0,2019-08-10T14:00:00Z,0,7,0,0,0,0,1,0,11663,0,0,0,0,0,0,0,60,FALSE,0,1,Centre-Forward,6/7/1991,28,Turkey,Crystal Palace,Premier League,2019/2020,2019,5
65,Charlie Daniels,0,0,0,0,0,60,2,0,0,0,0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,14037,1,1,0,0,0,0,0,45,TRUE,0,1,Left-Back,9/7/1986,32,England,AFC Bournemouth,Premier League,2019/2020,2019,2
66,Charlie Taylor,0,0,0,0,0,87,3,0,0,0,0,2019-08-10T14:00:00Z,0,16,0,0,0,0,1,0,91379,0,3,0,0,0,0,0,45,TRUE,0,1,Left-Back,9/18/1993,25,England,Burnley FC,Premier League,2019/2020,2019,2
67,Cheikhou Kouyaté,0,0,0,0,0,139,4,0,0,0,0,2019-08-10T14:00:00Z,0,8,0,0,0,0,1,0,10397,0,0,0,0,0,0,0,50,TRUE,0,1,Defensive Midfield,12/21/1989,29,Senegal,Crystal Palace,Premier League,2019/2020,2019,3
68,Che Adams,0,0,-5,0,1.8,437,3,2,0,1.6,0,2019-08-10T14:00:00Z,72,5,0,0,0,0,1,0,75736,0,3,21,2,0,0,0,60,FALSE,0,1,Centre-Forward,7/13/1996,22,England,Southampton FC,Premier League,2019/2020,2019,5
69,Christian Atsu,0,0,0,0,0,267,10,0,0,0,0,2019-08-11T13:00:00Z,0,1,0,0,0,0,1,0,7932,1,0,0,0,0,0,0,55,TRUE,0,1,Left Winger,1/10/1992,27,Ghana,Newcastle United,Premier League,2019/2020,2019,4
70,Christian Benteke,0,0,9,1,15,129,4,0,0,2.7,9.6,2019-08-10T14:00:00Z,82,8,0,0,0,0,1,0,56054,0,0,2,2,0,0,0,60,TRUE,0,1,Centre-Forward,12/3/1990,28,Belgium,Crystal Palace,Premier League,2019/2020,2019,5
71,Christian Eriksen,0,0,10,0,40.8,343,6,0,0,7.1,12.6,2019-08-10T16:30:00Z,26,2,0,0,0,0,1,0,370921,1,3,18,1,0,0,0,90,TRUE,0,1,Attacking Midfield,2/14/1992,27,Denmark,Tottenham Hotspur,Premier League,2019/2020,2019,4
72,Christian Fuchs,0,0,0,0,0,163,5,0,0,0,0,2019-08-11T13:00:00Z,0,20,0,0,0,0,1,0,22675,0,0,0,0,0,0,0,45,TRUE,0,1,Left-Back,4/7/1986,33,Austria,Leicester City,Premier League,2019/2020,2019,2
73,Christian Kabasele,0,0,0,0,0,354,7,0,0,0,0,2019-08-10T14:00:00Z,0,4,0,0,0,0,1,0,13634,3,0,0,0,0,0,0,45,TRUE,0,1,Centre-Back,2/24/1991,28,Belgium,Watford FC,Premier League,2019/2020,2019,2
74,Christian Pulisic,0,0,4,0,11.8,431,9,3,0,2.6,6,2019-08-11T15:30:00Z,32,12,0,0,0,0,1,0,498277,0,4,8,1,0,0,0,75,FALSE,0,1,Left Winger,9/18/1998,20,United States,Chelsea FC,Premier League,2019/2020,2019,4
75,Christoph Zimmermann,0,0,0,0,0,275,1,0,0,0,0,2019-08-09T19:00:00Z,0,10,0,0,0,0,1,0,1528,1,4,0,0,0,0,0,45,FALSE,0,1,Centre-Back,1/12/1993,26,Germany,Norwich City,Premier League,2019/2020,2019,2
76,Chris Basham,0,0,9,0,1.5,423,2,1,0,1.3,9.6,2019-08-10T14:00:00Z,81,3,0,0,0,0,1,0,8809,1,1,2,2,0,0,0,45,FALSE,0,1,Centre-Back,7/20/1988,30,England,Sheffield United,Premier League,2019/2020,2019,2
77,Chris Mepham,0,2,24,0,1.2,61,2,1,1,11.7,47.4,2019-08-10T14:00:00Z,90,15,0,0,0,0,1,0,8741,1,1,68,10,0,0,0,45,TRUE,0,1,Centre-Back,11/5/1997,21,Wales,AFC Bournemouth,Premier League,2019/2020,2019,2
78,Chris Wood,0,0,-1,1,0.7,91,3,0,0,0.8,0,2019-08-10T14:00:00Z,90,16,0,0,0,0,1,0,99872,0,3,8,2,0,0,0,65,TRUE,0,1,Centre-Forward,12/7/1991,27,New Zealand,Burnley FC,Premier League,2019/2020,2019,5
79,Ciaran Clark,0,0,0,0,0,259,10,0,0,0,0,2019-08-11T13:00:00Z,0,1,0,0,0,0,1,0,11409,1,0,0,0,0,0,0,45,TRUE,0,1,Centre-Back,9/26/1989,29,Ireland,Newcastle United,Premier League,2019/2020,2019,2
80,Claudio Bravo,0,0,0,0,0,213,8,0,0,0,0,2019-08-10T11:30:00Z,0,19,0,0,0,0,1,0,18987,5,0,0,0,0,0,0,50,FALSE,0,1,Goalkeeper,4/13/1983,36,Chile,Manchester City,Premier League,2019/2020,2019,1
81,Connor Wickham,0,0,1,0,0.5,130,4,0,0,0.2,0,2019-08-10T14:00:00Z,7,8,0,0,0,0,1,0,280588,0,0,2,1,0,0,0,45,TRUE,0,1,Centre-Forward,3/31/1993,26,England,Crystal Palace,Premier League,2019/2020,2019,5
82,Conor Coady,0,0,20,1,0,403,5,0,0,1,10,2019-08-11T13:00:00Z,90,9,0,0,0,0,1,0,91016,0,0,0,6,0,0,0,50,FALSE,0,1,Centre-Back,2/25/1993,26,England,Wolverhampton Wanderers,Premier League,2019/2020,2019,2
83,Conor Hourihane,0,0,12,0,10.8,28,6,1,0,2.7,16.4,2019-08-10T16:30:00Z,81,17,0,0,0,0,1,0,15856,1,3,0,2,0,0,0,60,FALSE,0,1,Central Midfield,2/2/1991,28,Ireland,Aston Villa,Premier League,2019/2020,2019,3
84,Craig Cathcart,0,0,10,0,0.3,358,7,3,0,1.1,10.4,2019-08-10T14:00:00Z,90,4,0,0,0,0,1,0,261010,3,0,0,1,0,0,0,45,TRUE,0,1,Centre-Back,2/6/1989,30,Northern Ireland,Watford FC,Premier League,2019/2020,2019,2
85,Craig Dawson,0,0,13,0,0.4,439,7,3,0,5.9,21.2,2019-08-10T14:00:00Z,90,4,0,0,0,0,1,0,16860,3,0,37,1,0,0,0,50,TRUE,0,1,Centre-Back,5/6/1990,29,England,Watford FC,Premier League,2019/2020,2019,2
86,Cédric Soares,0,0,0,0,0,486,3,0,0,0,0,2019-08-10T14:00:00Z,0,5,0,0,0,0,1,0,18025,0,3,0,0,0,0,0,50,FALSE,0,1,Right-Back,8/31/1991,27,Portugal,Arsenal FC,Premier League,2019/2020,2019,2
87,Cédric Soares,0,0,0,0,0,486,3,0,0,0,0,2019-08-10T14:00:00Z,0,5,0,0,0,0,1,0,18025,0,3,0,0,0,0,0,50,FALSE,0,1,Right-Back,8/31/1991,27,Portugal,Southampton FC,Premier League,2019/2020,2019,2
88,César Azpilicueta,0,0,9,0,16.7,105,9,4,0,4.3,24.2,2019-08-11T15:30:00Z,90,12,0,0,0,0,1,0,471790,0,4,2,0,0,0,0,60,FALSE,0,1,Right-Back,8/28/1989,29,Spain,Chelsea FC,Premier League,2019/2020,2019,2
89,Dale Stephens,0,0,11,1,11.3,57,7,0,0,2.6,15,2019-08-10T14:00:00Z,90,18,0,0,0,0,1,0,170109,3,0,0,3,0,0,0,45,FALSE,0,1,Central Midfield,6/12/1989,30,England,Brighton & Hove Albion,Premier League,2019/2020,2019,3
90,Daniel Amartey,0,0,0,0,0,178,5,0,0,0,0,2019-08-11T13:00:00Z,0,20,0,0,0,0,1,0,18668,0,0,0,0,0,0,0,45,TRUE,0,1,Defensive Midfield,12/21/1994,24,Ghana,Leicester City,Premier League,2019/2020,2019,3
91,Daniel James,0,0,21,0,0.5,243,9,0,1,5.1,33,2019-08-11T15:30:00Z,16,6,0,0,0,0,1,0,128489,0,4,17,6,0,0,0,60,TRUE,0,1,Left Winger,11/10/1997,21,Wales,Manchester United,Premier League,2019/2020,2019,4
92,Danny Ings,0,0,8,0,11,313,3,1,0,1.6,4.8,2019-08-10T14:00:00Z,65,5,0,0,0,0,1,0,130990,0,3,0,2,0,0,0,60,FALSE,0,1,Centre-Forward,7/23/1992,26,England,Southampton FC,Premier League,2019/2020,2019,5
93,Danny Rose,0,0,13,0,53,332,6,1,0,7,15.2,2019-08-10T16:30:00Z,90,2,0,0,0,0,1,0,135628,1,3,2,2,0,0,0,55,TRUE,0,1,Left-Back,7/2/1990,28,England,Tottenham Hotspur,Premier League,2019/2020,2019,2
94,Danny Rose,0,0,13,0,53,332,6,1,0,7,15.2,2019-08-10T16:30:00Z,90,2,0,0,0,0,1,0,135628,1,3,2,2,0,0,0,55,TRUE,0,1,Left-Back,7/2/1990,28,England,Newcastle United,Premier League,2019/2020,2019,2
95,Danny Ward,0,0,0,0,0,170,5,0,0,0,0,2019-08-11T13:00:00Z,0,20,0,0,0,0,1,0,12460,0,0,0,0,0,0,0,45,TRUE,0,1,Goalkeeper,6/22/1993,26,Wales,Leicester City,Premier League,2019/2020,2019,1
96,Danny Welbeck,0,0,0,0,0,512,7,0,0,0,0,2019-08-10T14:00:00Z,0,4,0,0,0,0,1,0,8949,3,0,0,0,0,0,0,60,TRUE,0,1,Centre-Forward,11/26/1990,28,England,Watford FC,Premier League,2019/2020,2019,5
97,Dan Burn,0,0,23,1,1.3,475,7,0,0,1.5,12.8,2019-08-10T14:00:00Z,90,18,0,0,0,0,1,0,3535,3,0,1,6,0,0,0,45,FALSE,0,1,Centre-Back,5/9/1992,27,England,Brighton & Hove Albion,Premier League,2019/2020,2019,2
98,Dan Gosling,0,0,0,0,0,81,2,0,0,0,0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,1322,1,1,0,0,0,0,0,50,TRUE,0,1,Central Midfield,2/1/1990,29,England,AFC Bournemouth,Premier League,2019/2020,2019,3
99,Daryl Janmaat,0,0,0,0,0,359,7,0,0,0,0,2019-08-10T14:00:00Z,0,4,0,0,0,0,1,0,35136,3,0,0,0,0,0,0,45,TRUE,0,1,Right-Back,7/22/1989,29,Netherlands,Watford FC,Premier League,2019/2020,2019,2
100,Davide Zappacosta,0,0,0,0,0,109,9,0,0,0,0,2019-08-11T15:30:00Z,0,12,0,0,0,0,1,0,27445,0,4,0,0,0,0,0,45,FALSE,0,1,Right Midfield,6/11/1992,27,Italy,Chelsea FC,Premier League,2019/2020,2019,3
